race_date,country,venue,race_no,race_name,distance,race_class,going,horse_name,finish_pos,win_odds,win_odds_decimal,jockey,trainer,weight,draw,margin,finish_time,horse_no
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Calas,2,76/10,8.6,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Double Up,14,25/1,26.0,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Half Half,7,26/5F,6.2,Ronan Thomas,C & Y Lerner,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Diamond Necklace,8,1/2F,1.5,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Pink Panthera,5,34/1,35.0,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Inis Mor,7,22/1,23.0,Ryan Moore,A P O'Brien,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Rabbit's Foot,12,14/5,3.8,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Tiffany,4,2/1F,3.0,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Masaiya,7,57/1,58.0,Mickael Barzalona,F-H Graffard,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Gaidar,10,15/1,16.0,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Sim Card,7,54/10,6.4,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Pontos,1,5/1,6.0,Mael Grondin,Gerald Mosse,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Remmooz,1,19/5,4.8,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Elastic,4,14/5,3.8,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Matauri Bay,3,9/2,5.5,Callum Rodriguez,Owen Burrows,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Space Waltz,2,17/10,2.7,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Victoire Magique,3,66/10,7.6,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Rumoriste,4,11/10F,2.1,Stephane Pasquier,A Fabre,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Englishman,2,69/10,7.9,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Westminster Rocket,10,16/5F,4.2,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Kairos,4,26/5,6.2,Enzo Crublet,Marcel Weiss,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Plano B,3,76/10,8.6,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Paid In Full,11,6/4F,2.5,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,New High Flight,6,182/10,19.2,R Viana,M S Oliveira,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Meisho Tabaru,16,29/10,3.9,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Croix Du Nord,5,6/4F,2.5,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Danon Decile,1,6/1,7.0,Yutaka Take,Mamoru Ishibashi,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Freedom's Not Free,11,51/10,6.1,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Sumter,12,21/10F,3.1,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,First Peace,4,51/10,6.1,Juan J Hernandez,Mark Glatt,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Mizumi,1,3/5F,1.6,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Wolf Hill,5,102/10,11.2,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,TURF: GOOD TO FIRM,Bank Shot,6,15/2,8.5,Juan J Hernandez,Bob Baffert,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Kendall Roy,3,28/1,29.0,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Likedbymike,8,7/2,4.5,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Erosandpsyche,1,8/1,9.0,Chris Hayes,Miss Kate McGivern,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Sparan Nua,10,11/4F,3.75,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Nyra,1,6/1,7.0,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Bosphorus Rose,3,7/1,8.0,Nathan Crosse,J S Bolger,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Freedom's Not Free,11,51/10,6.1,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Sumter,12,21/10F,3.1,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,First Peace,4,51/10,6.1,Juan J Hernandez,Mark Glatt,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Mizumi,1,3/5F,1.6,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Wolf Hill,5,102/10,11.2,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Bank Shot,6,15/2,8.5,Juan J Hernandez,Bob Baffert,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Meisho Tabaru,16,29/10,3.9,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Croix Du Nord,5,6/4F,2.5,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Danon Decile,1,6/1,7.0,Yutaka Take,Mamoru Ishibashi,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Mount Kilimanjaro,1,3/5F,1.6,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Icon Bling,3,17/2,9.5,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Admiral De Vega,2,37/10,4.7,Carlos Lopez,Niels Petersen,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Diamond Necklace,8,1/2F,1.5,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Pink Panthera,5,34/1,35.0,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Inis Mor,7,22/1,23.0,Ryan Moore,A P O'Brien,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Rabbit's Foot,12,14/5,3.8,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Tiffany,4,2/1F,3.0,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Masaiya,7,57/1,58.0,Mickael Barzalona,F-H Graffard,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Remmooz,1,19/5,4.8,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Elastic,4,14/5,3.8,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Matauri Bay,3,9/2,5.5,Callum Rodriguez,Owen Burrows,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Space Waltz,2,17/10,2.7,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Victoire Magique,3,66/10,7.6,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Rumoriste,4,11/10F,2.1,Stephane Pasquier,A Fabre,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Englishman,2,69/10,7.9,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Westminster Rocket,10,16/5F,4.2,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Kairos,4,26/5,6.2,Enzo Crublet,Marcel Weiss,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Plano B,3,76/10,8.6,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,Paid In Full,11,6/4F,2.5,,,,0,,,0
2026-06-14,UK,Salisbury,7,Molson Coors Handicap (GBBPlus Race),1m4f,Class 4,Good,New High Flight,6,182/10,19.2,R Viana,M S Oliveira,,0,,,0
2026-06-19,UK,Ascot,1,Albany Stakes (Group 3) (Fillies),6f,Class 1,Good To Firm,Libertango,14,6/1,7.0,,,,0,,,0
2026-06-19,UK,Ascot,1,Albany Stakes (Group 3) (Fillies),6f,Class 1,Good To Firm,Sun Goddess,21,10/11F,1.9090909090909092,,,,0,,,0
2026-06-19,UK,Ascot,1,Albany Stakes (Group 3) (Fillies),6f,Class 1,Good To Firm,Light Of Dawn,15,11/1,12.0,Billy Loughnane,George Boughey,,0,,,0
2026-06-19,UK,Ascot,2,Commonwealth Cup (Group 1) (No Geldings),6f,Class 1,Good To Firm,Venetian Sun,21,11/8F,2.375,,,,0,,,0
2026-06-19,UK,Ascot,2,Commonwealth Cup (Group 1) (No Geldings),6f,Class 1,Good To Firm,Spicy Marg,20,50/1,51.0,,,,0,,,0
2026-06-19,UK,Ascot,2,Commonwealth Cup (Group 1) (No Geldings),6f,Class 1,Good To Firm,Division,6,8/1,9.0,Clifford Lee,K R Burke,,0,,,0
2026-06-19,UK,Ascot,3,Duke Of Edinburgh Stakes (Handicap) (GBBPlus Race),1m4f,Class 2,Good To Firm,Opportunity,11,6/1,7.0,,,,0,,,0
2026-06-19,UK,Ascot,3,Duke Of Edinburgh Stakes (Handicap) (GBBPlus Race),1m4f,Class 2,Good To Firm,Warrant Holder,4,16/5,4.2,,,,0,,,0
2026-06-19,UK,Ascot,3,Duke Of Edinburgh Stakes (Handicap) (GBBPlus Race),1m4f,Class 2,Good To Firm,Regal Ulixes,18,22/1,23.0,,,,0,,,0
2026-06-19,UK,Ascot,3,Duke Of Edinburgh Stakes (Handicap) (GBBPlus Race),1m4f,Class 2,Good To Firm,Emit,5,11/2,6.5,James McDonald,William Haggas,,0,,,0
2026-06-19,UK,Ascot,4,Coronation Stakes (Group 1) (Fillies),1m,Class 1,Good To Firm,Precise,4,8/13F,1.6153846153846154,,,,0,,,0
2026-06-19,UK,Ascot,4,Coronation Stakes (Group 1) (Fillies),1m,Class 1,Good To Firm,Touleen,8,12/1,13.0,,,,0,,,0
2026-06-19,UK,Ascot,4,Coronation Stakes (Group 1) (Fillies),1m,Class 1,Good To Firm,True Love,9,5/2,3.5,Ryan Moore,A P O'Brien,,0,,,0
2026-06-19,UK,Ascot,5,Sandringham Stakes (Handicap) (Fillies),1m,Class 2,Good To Firm,Green Carrera,20,8/1,9.0,,,,0,,,0
2026-06-19,UK,Ascot,5,Sandringham Stakes (Handicap) (Fillies),1m,Class 2,Good To Firm,Symbol Of Majesty,23,18/1,19.0,,,,0,,,0
2026-06-19,UK,Ascot,5,Sandringham Stakes (Handicap) (Fillies),1m,Class 2,Good To Firm,Rosa Inglesa,26,11/1,12.0,,,,0,,,0
2026-06-19,UK,Ascot,5,Sandringham Stakes (Handicap) (Fillies),1m,Class 2,Good To Firm,Blingy's Sister,16,80/1,81.0,Mickael Barzalona,Joseph Patrick O'Brien,,0,,,0
2026-06-19,UK,Ascot,6,King Edward VII Stakes (Group 2) (Colts & Geldings),1m4f,Class 1,Good To Firm,Causeway,2,,0.0,,,,0,,,0
2026-06-19,UK,Ascot,6,King Edward VII Stakes (Group 2) (Colts & Geldings),1m4f,Class 1,Good To Firm,Ancient Egypt,1,10/1,11.0,,,,0,,,0
2026-06-19,UK,Ascot,6,King Edward VII Stakes (Group 2) (Colts & Geldings),1m4f,Class 1,Good To Firm,Water To Wine,6,13/8,2.625,Ryan Moore,A P O'Brien,,0,,,0
2026-06-19,UK,Ascot,7,Palace Of Holyroodhouse (Handicap),5f,Class 2,Good To Firm,Bacio,6,3/1F,4.0,,,,0,,,0
2026-06-19,UK,Ascot,7,Palace Of Holyroodhouse (Handicap),5f,Class 2,Good To Firm,Sandal's Song,7,40/1,41.0,,,,0,,,0
2026-06-19,UK,Ascot,7,Palace Of Holyroodhouse (Handicap),5f,Class 2,Good To Firm,Ten Carat Harry,4,22/1,23.0,,,,0,,,0
2026-06-19,UK,Ascot,7,Palace Of Holyroodhouse (Handicap),5f,Class 2,Good To Firm,Calico Blue,20,22/1,23.0,Juan J Hernandez,Wesley A Ward,,0,,,0
2026-06-19,UK,Ayr,1,"Magners Original Cider Restricted Maiden Stakes (For Horses In Bands B, C And D) (GBB Race)",6f,Class 5,Soft,Thistle Nil,2,200/1,201.0,,,,0,,,0
2026-06-19,UK,Ayr,1,"Magners Original Cider Restricted Maiden Stakes (For Horses In Bands B, C And D) (GBB Race)",6f,Class 5,Soft,Star With Purpose,6,7/2,4.5,,,,0,,,0
2026-06-19,UK,Ayr,1,"Magners Original Cider Restricted Maiden Stakes (For Horses In Bands B, C And D) (GBB Race)",6f,Class 5,Soft,Brash,5,7/2,4.5,Rhys Elliott,Jim Goldie,,0,,,0
2026-06-19,UK,Ayr,2,AU Signature Handicap,1m2f,Class 6,Soft,Fans Favourite,8,11/10F,2.1,,,,0,,,0
2026-06-19,UK,Ayr,2,AU Signature Handicap,1m2f,Class 6,Soft,Shifter,9,13/2,7.5,,,,0,,,0
2026-06-19,UK,Ayr,2,AU Signature Handicap,1m2f,Class 6,Soft,Off Spin,6,11/1,12.0,Conor Whiteley,Hugo Palmer,,0,,,0
2026-06-19,UK,Ayr,3,Millar Callaghan Engineering Handicap,7f,Class 5,Soft,The Gay Blade,7,17/2,9.5,,,,0,,,0
2026-06-19,UK,Ayr,3,Millar Callaghan Engineering Handicap,7f,Class 5,Soft,Glorious Kitty,2,7/2,4.5,,,,0,,,0
2026-06-19,UK,Ayr,3,Millar Callaghan Engineering Handicap,7f,Class 5,Soft,Ashen,5,11/4F,3.75,Andrew Mullen,Iain Jardine,,0,,,0
2026-06-19,UK,Ayr,4,Tennent's Lager Handicap (GBBPlus Race),1m2f,Class 4,Soft,Star Cast,4,13/8F,2.625,,,,0,,,0
2026-06-19,UK,Ayr,4,Tennent's Lager Handicap (GBBPlus Race),1m2f,Class 4,Soft,Mr Lincoln,5,10/1,11.0,,,,0,,,0
2026-06-19,UK,Ayr,4,Tennent's Lager Handicap (GBBPlus Race),1m2f,Class 4,Soft,Pol Roger,8,15/2,8.5,Jake Dickson,Gemma Tutty,,0,,,0
2026-06-19,UK,Ayr,5,Outcider Handicap,1m,Class 6,Soft,Hunterian,5,3/1F,4.0,,,,0,,,0
2026-06-19,UK,Ayr,5,Outcider Handicap,1m,Class 6,Soft,Rory's Gold,2,7/2,4.5,,,,0,,,0
2026-06-19,UK,Ayr,5,Outcider Handicap,1m,Class 6,Soft,Flying Moonlight,9,12/1,13.0,Andrew Mullen,Charlie Johnston,,0,,,0
2026-06-19,UK,Ayr,6,Mills Milk Scotland Handicap,1m7f,Class 6,Soft,Gallus Norman,2,7/2,4.5,,,,0,,,0
2026-06-19,UK,Ayr,6,Mills Milk Scotland Handicap,1m7f,Class 6,Soft,La Tosca,9,100/30F,4.333333333333334,,,,0,,,0
2026-06-19,UK,Ayr,6,Mills Milk Scotland Handicap,1m7f,Class 6,Soft,Ebony Maw,7,12/1,13.0,Paul Mulrennan,Jim Goldie,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Is She Now,6,100/30,4.333333333333334,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Nala The Lioness,1,11/4F,3.75,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Late Claim,7,13/2,7.5,David Nolan,Daragh Bourke,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Magical Moonlight,7,9/2,5.5,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Tradewinds,4,4/7F,1.5714285714285714,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Shafters Legacy,8,80/1,81.0,Rory Mulligan,J P Murtagh,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Sarahmae,1,9/4J,3.25,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Shadow Of The Moon,3,9/4J,3.25,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Treasured Royal,5,7/2,4.5,Chris Hayes,Denis Gerard Hogan,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,The Right One,4,9/1,10.0,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Mini Cotai,9,4/1,5.0,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Gonna Be Golden,1,5/1,6.0,Scott McCullagh,Jarlath P Fahey,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Nouvel Espoir,6,3/1,4.0,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Verified,9,5/1,6.0,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Spirit Of Eagles,8,12/1,13.0,Shay Wallace,James M Barcoe,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Noble Agenda,8,12/1,13.0,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Kraar,7,6/1,7.0,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Joga Bonito,6,,0.0,Rory Mulligan,Ciaran Murphy,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Treasure Rose,9,3/1F,4.0,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Minaun View,14,9/2,5.5,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Eddie G,7,18/1,19.0,Donagh O'Connor,J P Murtagh,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Alex Belardo,2,12/1,13.0,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Toy Soldier,7,5/1,6.0,,,,0,,,0
2026-06-19,UK,Ayr,7,Good Luck Scotland Classified Stakes,1m5f,Class 6,Soft,Lady Kelly,11,12/1,13.0,Donagh O'Connor,John C McConnell,,0,,,0
2026-06-19,UK,Goodwood,1,Listen To Track Radio Live / British EBF Maiden Stakes (GBB Race),5f,Class 4,Good,Jaijai,2,11/8F,2.375,,,,0,,,0
2026-06-19,UK,Goodwood,1,Listen To Track Radio Live / British EBF Maiden Stakes (GBB Race),5f,Class 4,Good,It Dunt Marra,1,10/1,11.0,,,,0,,,0
2026-06-19,UK,Goodwood,1,Listen To Track Radio Live / British EBF Maiden Stakes (GBB Race),5f,Class 4,Good,Cut And Sew,5,9/2,5.5,Joe Leavy,Richard Hannon,,0,,,0
2026-06-19,UK,Goodwood,2,Fitzdares Your Personal Bookmaker Handicap,1m4f,Class 5,Good,Celestarak,2,10/1,11.0,,,,0,,,0
2026-06-19,UK,Goodwood,2,Fitzdares Your Personal Bookmaker Handicap,1m4f,Class 5,Good,La Peregrina,7,15/2,8.5,,,,0,,,0
2026-06-19,UK,Goodwood,2,Fitzdares Your Personal Bookmaker Handicap,1m4f,Class 5,Good,Boilermaker,6,5/4F,2.25,Jack Doughty,David Menuisier,,0,,,0
2026-06-19,UK,Goodwood,3,Goodwood Horseracing Club Young Persons Membership Handicap (GBBPlus Race),1m4f,Class 4,Good,Damascus Steel,6,12/1,13.0,,,,0,,,0
2026-06-19,UK,Goodwood,3,Goodwood Horseracing Club Young Persons Membership Handicap (GBBPlus Race),1m4f,Class 4,Good,Masterinthewoods,2,9/4,3.25,,,,0,,,0
2026-06-19,UK,Goodwood,3,Goodwood Horseracing Club Young Persons Membership Handicap (GBBPlus Race),1m4f,Class 4,Good,Nowshesdancing,4,12/1,13.0,Darragh Keenan,Gihan Arnolda,,0,,,0
2026-06-19,UK,Goodwood,4,Fitzdares Maiden Stakes (GBB/GBBPlus Race),1m6f,Class 3,Good,Treble Nine,9,9/4,3.25,,,,0,,,0
2026-06-19,UK,Goodwood,4,Fitzdares Maiden Stakes (GBB/GBBPlus Race),1m6f,Class 3,Good,Koala Rose,10,6/5F,2.2,,,,0,,,0
2026-06-19,UK,Goodwood,4,Fitzdares Maiden Stakes (GBB/GBBPlus Race),1m6f,Class 3,Good,Maestro Del Mar,2,33/1,34.0,Daniel Muscutt,Andrew Balding,,0,,,0
2026-06-19,UK,Goodwood,5,Casamigos Handicap,1m,Class 4,Good,Annastarzy,8,10/1,11.0,,,,0,,,0
2026-06-19,UK,Goodwood,5,Casamigos Handicap,1m,Class 4,Good,Get Outta Here,10,9/2,5.5,,,,0,,,0
2026-06-19,UK,Goodwood,5,Casamigos Handicap,1m,Class 4,Good,Abundant,9,11/2,6.5,Joe Leavy,Richard Hannon,,0,,,0
2026-06-19,UK,Goodwood,6,Goodwood Horseracing Club Membership Handicap,5f,Class 4,Good,One And Gone,4,4/1,5.0,,,,0,,,0
2026-06-19,UK,Goodwood,6,Goodwood Horseracing Club Membership Handicap,5f,Class 4,Good,Carefree Dream,6,7/1,8.0,,,,0,,,0
2026-06-19,UK,Goodwood,6,Goodwood Horseracing Club Membership Handicap,5f,Class 4,Good,Too Darn Good,7,18/1,19.0,Ryan Kavanagh,Ian Williams,,0,,,0
2026-06-19,UK,Goodwood,6,Goodwood Horseracing Club Membership Handicap,5f,Class 4,Soft,Motta Alta,14,11/1,12.0,,,,0,,,0
2026-06-19,UK,Goodwood,6,Goodwood Horseracing Club Membership Handicap,5f,Class 4,Soft,Elusive Path,4,5/2,3.5,,,,0,,,0
2026-06-19,UK,Goodwood,6,Goodwood Horseracing Club Membership Handicap,5f,Class 4,Soft,Tourin,16,7/1,8.0,Nathan Crosse,Jarlath P Fahey,,0,,,0
2026-06-19,UK,Goodwood,6,Goodwood Horseracing Club Membership Handicap,5f,Class 4,Soft,Expert Dancer,13,85/40,3.125,,,,0,,,0
2026-06-19,UK,Goodwood,6,Goodwood Horseracing Club Membership Handicap,5f,Class 4,Soft,Rebel Wave,16,11/2,6.5,,,,0,,,0
2026-06-19,UK,Goodwood,6,Goodwood Horseracing Club Membership Handicap,5f,Class 4,Soft,Monmouth,9,15/2,8.5,Andrew Slattery,Andrew Slattery,,0,,,0
2026-06-19,UK,Goodwood,6,Goodwood Horseracing Club Membership Handicap,5f,Class 4,Soft,Zenford,3,10/11F,1.9090909090909092,,,,0,,,0
2026-06-19,UK,Goodwood,6,Goodwood Horseracing Club Membership Handicap,5f,Class 4,Soft,Venetian Star,7,15/2,8.5,,,,0,,,0
2026-06-19,UK,Goodwood,6,Goodwood Horseracing Club Membership Handicap,5f,Class 4,Soft,Coincidental Glory,9,13/2,7.5,Ben Coen,J P Murtagh,,0,,,0
2026-06-19,UK,Goodwood,6,Goodwood Horseracing Club Membership Handicap,5f,Class 4,Soft,Spanish Temptress,1,13/8F,2.625,,,,0,,,0
